area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,mktSegment
108,01-05,1,0622,3,1460000,Apartment,13,Strata,Freehold,RCR
2508.4,-,1,0822,3,55500000,Detached,10,Land,Freehold,CCR
1254.9,-,1,0821,3,22000000,Detached,10,Land,Freehold,CCR
675.4,-,1,0922,3,17700000,Detached,10,Land,Freehold,CCR
183,11-15,1,1121,3,2808000,Apartment,15,Strata,Freehold,OCR
840,-,1,0821,3,14850000,Detached,04,Land,99 yrs lease commencing from 2006,CCR
315.7,-,1,1022,3,6500000,Semi-detached,15,Land,Freehold,RCR
297,01-05,1,0723,3,4000000,Condominium,05,Strata,99 yrs lease commencing from 2006,OCR
876.6,-,1,0822,3,18500000,Detached,04,Land,99 yrs lease commencing from 2005,CCR
45,01-05,1,0522,3,705000,Apartment,08,Strata,Freehold,RCR
129,01-05,1,1020,3,1300000,Apartment,15,Strata,Freehold,OCR
97,01-05,1,0323,3,1550000,Apartment,15,Strata,Freehold,OCR
147,06-10,1,0919,3,2430000,Apartment,09,Strata,Freehold,CCR
229.2,-,1,0820,3,2475000,Terrace,19,Land,99 yrs lease commencing from 2002,OCR
325,-,1,0921,3,2650000,Strata Terrace,19,Strata,Freehold,OCR
754.7,-,1,0122,3,8620000,Detached,16,Land,Freehold,OCR
132,16-20,1,0723,3,3635000,Condominium,09,Strata,Freehold,CCR
165.2,-,1,0222,3,3430000,Terrace,05,Land,Freehold,RCR
33,01-05,1,0623,3,650000,Apartment,19,Strata,Freehold,OCR
120,01-05,1,0322,3,1715000,Apartment,15,Strata,Freehold,OCR
149,01-05,1,0923,3,1930000,Condominium,16,Strata,999 yrs lease commencing from 1885,OCR
81,01-05,1,1222,3,980000,Apartment,17,Strata,946 yrs lease commencing from 1938,OCR
158.1,-,1,0123,3,6000888,Terrace,15,Land,Freehold,RCR
117,06-10,1,0723,3,2025000,Condominium,19,Strata,99 yrs lease commencing from 2007,OCR
281.8,-,1,0524,3,5400000,Semi-detached,19,Land,Freehold,OCR
120,16-20,1,0324,3,1680000,Condominium,18,Strata,Freehold,OCR
116,01-05,1,1222,1,3421209,Apartment,10,Strata,Freehold,CCR
121,11-15,1,0424,3,3300000,Condominium,15,Strata,Freehold,RCR
699.8,-,1,0522,3,10800000,Detached,04,Land,99 yrs lease commencing from 2007,CCR
231,01-05,1,0623,3,4150000,Condominium,11,Strata,Freehold,CCR
125,01-05,1,0323,3,2100000,Apartment,15,Strata,Freehold,RCR
93,01-05,1,0523,3,1186855,Condominium,14,Strata,99 yrs lease commencing from 1993,OCR
167.3,-,1,0321,3,3280000,Terrace,16,Land,Freehold,OCR
232,01-05,1,1222,3,2900000,Apartment,15,Strata,Freehold,OCR
262,-,1,0221,3,2863000,Terrace,17,Land,Freehold,OCR
171,06-10,1,0722,3,3400000,Apartment,09,Strata,Freehold,CCR
95,01-05,1,1220,3,1080000,Apartment,19,Strata,999 yrs lease commencing from 1886,OCR
67,01-05,1,0122,3,748000,Apartment,19,Strata,Freehold,OCR
74,01-05,1,0323,3,1580000,Condominium,10,Strata,Freehold,CCR
123,01-05,1,0423,3,1559000,Apartment,19,Strata,Freehold,OCR
189.5,-,1,1022,3,3320000,Terrace,14,Land,Freehold,OCR
148,01-05,1,0224,3,2525000,Apartment,05,Strata,99 yrs lease commencing from 2005,RCR
134,01-05,1,1221,3,2568000,Apartment,09,Strata,Freehold,CCR
79,01-05,1,0821,3,870000,Apartment,19,Strata,Freehold,OCR
1401.1,-,1,0822,3,45500000,Detached,10,Land,Freehold,CCR
40,01-05,1,0822,3,588000,Apartment,19,Strata,999 yrs lease commencing from 1875,OCR
442,-,1,0321,3,12500000,Detached,11,Land,Freehold,CCR
84,01-05,1,0324,3,1450000,Condominium,16,Strata,Freehold,OCR
187,01-05,1,0323,3,2950000,Condominium,20,Strata,Freehold,RCR
161.5,-,1,0123,3,3280000,Terrace,16,Land,Freehold,OCR
53,01-05,1,0422,3,650000,Apartment,14,Strata,Freehold,OCR
107,11-15,1,0623,3,1290000,Apartment,19,Strata,99 yrs lease commencing from 1996,OCR
119,01-05,1,0623,3,1708000,Apartment,15,Strata,Freehold,OCR
403.5,-,1,0523,3,5300000,Semi-detached,13,Land,Freehold,RCR
126,01-05,1,0323,3,1977612,Apartment,19,Strata,Freehold,OCR
89,01-05,1,0423,3,1460000,Apartment,15,Strata,Freehold,OCR
79,16-20,1,1022,3,1350000,Apartment,08,Strata,Freehold,RCR
80,46-50,1,0623,3,2600000,Apartment,02,Strata,99 yrs lease commencing from 2011,CCR
91,11-15,1,0623,3,1288800,Condominium,14,Strata,99 yrs lease commencing from 1994,RCR
609,-,1,1223,3,13660000,Detached,04,Land,99 yrs lease commencing from 2008,CCR
100,11-15,1,1021,3,1820000,Apartment,11,Strata,Freehold,CCR
1430.5,-,1,1121,3,22500000,Detached,10,Land,Freehold,CCR
88,11-15,1,0323,3,1468000,Condominium,14,Strata,Freehold,RCR
61,06-10,1,0623,3,1538000,Apartment,09,Strata,Freehold,CCR
235,16-20,1,0922,3,7000000,Apartment,09,Strata,Freehold,CCR
360.8,-,1,1220,3,3958000,Semi-detached,19,Land,Freehold,OCR
102,11-15,1,0424,3,1530000,Executive Condominium,19,Strata,99 yrs lease commencing from 2012,OCR
218.2,-,1,1121,3,5250000,Semi-detached,21,Land,Freehold,RCR
956.7,-,1,0621,3,17990000,Detached,11,Land,Freehold,CCR
113,01-05,1,1022,3,1720000,Apartment,15,Strata,Freehold,OCR
167,01-05,1,0720,3,1520000,Apartment,21,Strata,Freehold,RCR
158.5,-,1,0223,3,3200000,Terrace,16,Land,Freehold,OCR
150,01-05,1,0321,3,1800000,Apartment,15,Strata,Freehold,RCR
188.8,-,1,0822,3,3280000,Terrace,19,Land,Freehold,OCR
129,01-05,1,1019,3,1560000,Apartment,15,Strata,Freehold,RCR
121,01-05,1,0923,3,1680000,Condominium,14,Strata,Freehold,OCR
79,06-10,1,0524,3,1100000,Apartment,08,Strata,Freehold,RCR
103,01-05,1,0522,3,1400000,Apartment,15,Strata,Freehold,OCR
287.4,-,1,0121,3,4880000,Semi-detached,21,Land,Freehold,RCR
208.1,-,1,0919,3,4200000,Semi-detached,05,Land,Freehold,RCR
117,06-10,1,0823,3,1300000,Apartment,14,Strata,Freehold,RCR
2557.6,-,1,1120,3,20488000,Detached,11,Land,Freehold,CCR
216,-,1,1121,3,4900000,Terrace,14,Land,Freehold,OCR
149,01-05,1,0623,3,2300000,Condominium,21,Strata,Freehold,OCR
51,11-15,1,0524,3,850000,Condominium,16,Strata,99 yrs lease commencing from 2012,OCR
836.7,-,1,0919,3,12900000,Detached,11,Land,Freehold,CCR
39,01-05,1,0723,3,620000,Apartment,14,Strata,Freehold,RCR
77,01-05,1,0923,3,1240000,Condominium,16,Strata,99 yrs lease commencing from 2011,OCR
107,01-05,1,0922,3,2420000,Condominium,10,Strata,Freehold,CCR
168,-,1,0223,3,2500000,Strata Terrace,15,Strata,Freehold,RCR
98,06-10,1,0623,3,1330000,Condominium,16,Strata,Freehold,OCR
74,21-25,1,0623,1,2699840,Apartment,10,Strata,Freehold,CCR
43,06-10,1,0523,3,1080000,Apartment,09,Strata,99 yrs lease commencing from 2011,CCR
76,11-15,1,1223,3,1550000,Apartment,01,Strata,99 yrs lease commencing from 2004,CCR
409.7,-,1,0723,3,4700000,Detached,17,Land,Freehold,OCR
125,16-20,1,0623,3,2550000,Apartment,12,Strata,Freehold,RCR
215,06-10,1,0324,3,4850000,Condominium,10,Strata,Freehold,CCR
192.4,01-05,1,0723,3,11500000,Apartment,09,Land,Freehold,CCR
89,06-10,1,1022,3,1200000,Apartment,12,Strata,Freehold,RCR
201.6,-,1,0222,3,3300000,Terrace,19,Land,Freehold,OCR
406.7,01-05,10,0920,3,18100000,Apartment,12,Land,Freehold,RCR
113,01-05,1,1122,3,1638000,Condominium,15,Strata,99 yrs lease commencing from 2001,RCR
164.3,-,1,0822,3,3508000,Terrace,19,Land,Freehold,RCR
161,06-10,1,0523,3,4300000,Condominium,09,Strata,Freehold,CCR
85,16-20,1,1223,3,1400000,Apartment,14,Strata,Freehold,RCR
105,01-05,1,0623,3,1495000,Condominium,18,Strata,99 yrs lease commencing from 2013,OCR
108,06-10,1,0424,3,2000000,Condominium,20,Strata,99 yrs lease commencing from 1996,RCR
93,01-05,1,0323,3,1738000,Condominium,05,Strata,Freehold,RCR
90,01-05,1,0921,3,1225000,Apartment,11,Strata,99 yrs lease commencing from 1993,CCR
176,01-05,1,1220,3,2210000,Apartment,15,Strata,Freehold,RCR
231.2,-,1,0723,3,5300000,Semi-detached,13,Land,Freehold,RCR
143,11-15,1,0424,3,1970000,Condominium,18,Strata,99 yrs lease commencing from 2008,OCR
59,01-05,1,0622,1,1129000,Apartment,15,Strata,Freehold,OCR
122,01-05,1,1121,3,1408888,Apartment,08,Strata,Freehold,RCR
378,-,1,0822,3,2600000,Strata Terrace,18,Strata,999 yrs lease commencing from 1881,OCR
318.5,-,1,1022,3,4500000,Semi-detached,16,Land,Freehold,OCR
70,01-05,1,0722,3,950000,Apartment,14,Strata,Freehold,OCR
202,-,1,0724,3,7100000,Semi-detached,11,Land,Freehold,CCR
238,-,1,0622,3,6700000,Strata Terrace,09,Strata,Freehold,CCR
54,01-05,1,1122,3,902000,Apartment,15,Strata,Freehold,OCR
297,01-05,1,0623,3,2710000,Apartment,16,Strata,99 yrs lease commencing from 1995,OCR
437.7,-,1,0223,1,16000000,Detached,15,Land,Freehold,RCR
40,06-10,1,0323,3,682000,Apartment,14,Strata,Freehold,RCR
192.9,-,1,1121,3,3900000,Terrace,13,Land,Freehold,RCR
541,06-10,1,0621,3,10800000,Apartment,10,Strata,Freehold,CCR
288.2,-,1,0821,3,4800000,Semi-detached,21,Land,Freehold,RCR
421,06-10,1,0321,3,5798000,Apartment,10,Strata,Freehold,CCR
194.1,-,1,0323,3,4359000,Terrace,05,Land,Freehold,RCR
307,-,1,0421,3,3920000,Terrace,15,Land,Freehold,RCR
68,01-05,1,0322,1,1413000,Apartment,21,Strata,99 yrs lease commencing from 2018,RCR
121,16-20,1,0723,3,2100000,Condominium,05,Strata,99 yrs lease commencing from 2008,OCR
32,01-05,1,0424,3,700000,Apartment,15,Strata,Freehold,RCR
208.6,-,1,1019,3,3700000,Semi-detached,13,Land,Freehold,RCR
123,-,1,0123,3,1260000,Condominium,17,Strata,999 yrs lease commencing from 1885,OCR
131,01-05,1,0822,3,1938888,Apartment,15,Strata,Freehold,RCR
549.1,-,1,0122,3,5000000,Detached,13,Land,Freehold,OCR
62,11-15,1,1223,1,1850000,Apartment,15,Strata,Freehold,RCR
141,01-05,1,0422,3,2590000,Apartment,10,Strata,Freehold,CCR
447.6,-,1,1122,3,10168000,Semi-detached,10,Land,Freehold,CCR
304.2,-,1,0223,3,988888,Terrace,19,Land,99 yrs lease commencing from 1954,OCR
154.2,-,1,0122,3,2800000,Terrace,19,Land,Freehold,OCR
181.2,-,1,0623,3,3960000,Terrace,15,Land,Freehold,OCR
231.9,-,1,0424,3,4048888,Semi-detached,11,Land,99 yrs lease commencing from 1994,CCR
54,06-10,1,0922,3,890000,Apartment,08,Strata,Freehold,RCR
148.8,-,1,1122,3,2850000,Terrace,19,Land,Freehold,OCR
135,01-05,1,0622,3,1760000,Apartment,21,Strata,Freehold,RCR
138,-,1,0423,3,3118888,Terrace,14,Land,Freehold,RCR
99,11-15,1,1223,3,2180000,Apartment,11,Strata,Freehold,CCR
168,26-30,1,0524,1,6370000,Apartment,07,Strata,99 yrs lease commencing from 2019,CCR
152.6,-,1,0621,3,2738000,Terrace,19,Land,945 yrs lease commencing from 1936,OCR
62,01-05,1,0422,3,905000,Apartment,08,Strata,Freehold,RCR
200.7,-,1,0424,3,5100000,Semi-detached,15,Land,Freehold,OCR
137,01-05,1,0623,3,2400000,Apartment,15,Strata,Freehold,RCR
117,11-15,1,1220,3,2300000,Apartment,10,Strata,Freehold,CCR
139,01-05,1,0723,3,2425000,Apartment,15,Strata,Freehold,RCR
117,01-05,1,0422,3,2222000,Apartment,15,Strata,Freehold,RCR
183,01-05,1,0922,3,3397779,Apartment,15,Strata,Freehold,OCR
128,01-05,1,1122,3,1650000,Apartment,17,Strata,999 yrs lease commencing from 1885,OCR
207.5,-,1,0123,3,8388000,Semi-detached,10,Land,Freehold,CCR
44,01-05,1,0621,3,1220000,Apartment,10,Strata,Freehold,CCR
2336,01-05,15,1120,3,43350000,Apartment,09,Strata,Freehold,CCR
117,01-05,1,0822,3,1510800,Condominium,20,Strata,Freehold,OCR
202.7,-,1,0621,1,5200000,Semi-detached,20,Land,Freehold,RCR
139.4,01-05,1,0422,3,1780000,Apartment,08,Land,Freehold,RCR
400,-,1,0822,3,8200000,Semi-detached,21,Land,Freehold,RCR
104,11-15,1,0223,3,1060000,Apartment,01,Strata,99 yrs lease commencing from 1968,RCR
200.7,-,1,0721,3,3080000,Terrace,16,Land,Freehold,OCR
120,11-15,1,0823,3,1915000,Condominium,16,Strata,99 yrs lease commencing from 2009,OCR
156,01-05,1,0622,3,1375000,Apartment,14,Strata,Freehold,RCR
151,06-10,1,0124,3,3009000,Condominium,11,Strata,Freehold,CCR
1327.7,-,1,1021,3,11500000,Detached,19,Land,Freehold,OCR
61,01-05,1,0623,3,718888,Condominium,17,Strata,Freehold,OCR
64,01-05,1,0422,1,1333000,Apartment,15,Strata,Freehold,RCR
3449.6,01-05,30,1120,3,93000000,Apartment,14,Land,9999 yrs lease commencing from 1962,RCR
53,01-05,1,1122,3,1035000,Apartment,09,Strata,Freehold,CCR
190.2,-,1,0423,3,4000000,Terrace,15,Land,Freehold,RCR
119,01-05,1,0922,3,1650000,Apartment,15,Strata,Freehold,OCR
282.9,-,1,1122,3,6200000,Semi-detached,15,Land,Freehold,RCR
2954.9,-,1,0721,3,86000000,Detached,10,Land,999 yrs lease commencing from 1876,CCR
224,-,1,1222,3,3360000,Semi-detached,19,Land,99 yrs lease commencing from 1997,OCR
64,01-05,1,0424,3,1085000,Apartment,12,Strata,Freehold,RCR
276.9,-,1,0522,3,3980000,Semi-detached,17,Land,Freehold,OCR
105,01-05,1,0821,3,880000,Apartment,14,Strata,Freehold,RCR
268,01-05,1,0224,3,4288000,Condominium,10,Strata,Freehold,CCR
104,21-25,1,0424,3,2330000,Condominium,03,Strata,99 yrs lease commencing from 2003,RCR
114,01-05,1,1020,3,2350000,Apartment,09,Strata,Freehold,CCR
140,01-05,1,0820,3,1510000,Apartment,20,Strata,Freehold,RCR
97,11-15,1,0923,3,1450000,Condominium,19,Strata,99 yrs lease commencing from 2005,OCR
415.7,-,1,1119,3,3000000,Detached,19,Land,99 yrs lease commencing from 1997,OCR
119,06-10,1,1021,3,2400000,Apartment,10,Strata,Freehold,CCR
170.5,-,1,0923,3,4238000,Terrace,20,Land,Freehold,OCR
876,-,1,0922,3,15500000,Detached,21,Land,Freehold,OCR
322.3,-,1,0921,3,3600000,Terrace,12,Land,Freehold,RCR
499.9,-,1,0921,1,7980000,Detached,19,Land,Freehold,OCR
89,01-05,1,0723,3,1100000,Condominium,17,Strata,946 yrs lease commencing from 1938,OCR
98,01-05,1,0921,3,1330000,Apartment,05,Strata,Freehold,RCR
1335.6,-,1,0623,3,16300000,Detached,16,Land,Freehold,OCR
164.9,-,1,1220,3,2500000,Terrace,15,Land,Freehold,RCR
121,01-05,1,1223,3,2528800,Apartment,11,Strata,Freehold,CCR
45,11-15,1,0723,3,1050000,Apartment,11,Strata,Freehold,CCR
151.4,-,1,0821,3,3880000,Terrace,15,Land,Freehold,OCR
202,01-05,1,0821,3,2050000,Apartment,08,Strata,Freehold,RCR
69,11-15,1,0524,1,1930000,Condominium,15,Strata,99 yrs lease commencing from 2022,RCR
133,01-05,1,0719,3,2350000,Apartment,04,Strata,Freehold,RCR
132,01-05,1,0822,3,1275000,Apartment,08,Strata,Freehold,RCR
67,11-15,1,0523,3,1210000,Condominium,19,Strata,99 yrs lease commencing from 2012,OCR
103,06-10,1,1020,3,1140000,Apartment,14,Strata,Freehold,RCR
66,01-05,1,0624,3,1450000,Condominium,21,Strata,99 yrs lease commencing from 2017,RCR
256.1,-,1,0421,3,5800000,Detached,14,Land,Freehold,RCR
164,01-05,1,0723,3,4300000,Condominium,10,Strata,Freehold,CCR
306,-,1,0921,3,4500000,Semi-detached,20,Land,Freehold,OCR
118,01-05,1,0721,3,1200000,Apartment,14,Strata,Freehold,RCR
224.1,-,1,0923,3,2650000,Semi-detached,20,Land,99 yrs lease commencing from 1995,OCR
60,01-05,1,0821,3,880000,Apartment,15,Strata,Freehold,RCR
100.4,-,1,0220,3,1900000,Terrace,14,Land,Freehold,RCR
167,16-20,1,0524,3,3960000,Condominium,15,Strata,Freehold,RCR
32,06-10,1,0223,3,605000,Apartment,12,Strata,Freehold,RCR
120,01-05,1,1023,3,2600000,Condominium,15,Strata,103 yrs lease commencing from 2009,RCR
501.7,-,1,0221,3,7180000,Semi-detached,11,Land,Freehold,CCR
109,11-15,1,1023,3,3120000,Apartment,09,Strata,Freehold,CCR
96,01-05,1,1023,3,1900000,Apartment,11,Strata,Freehold,CCR
355,01-05,1,0921,3,4680000,Apartment,19,Strata,Freehold,OCR
89,01-05,1,0823,3,1933000,Condominium,11,Strata,Freehold,CCR
128,-,1,0122,3,2500000,Strata Terrace,10,Strata,Freehold,CCR
150,-,1,0723,3,2250000,Terrace,16,Land,99 yrs lease commencing from 1996,OCR
60,06-10,1,1123,3,1200000,Apartment,10,Strata,Freehold,CCR
116,01-05,1,1022,3,2480000,Apartment,15,Strata,Freehold,RCR
233.3,-,1,1123,3,4520000,Terrace,20,Land,Freehold,OCR
100,01-05,1,1122,3,1630000,Apartment,19,Strata,Freehold,OCR
97,01-05,1,0523,3,1530000,Apartment,15,Strata,Freehold,RCR
164.6,-,1,0423,3,4118888,Terrace,19,Land,999 yrs lease commencing from 1886,OCR
156,-,1,1022,3,2550000,Terrace,17,Land,Freehold,OCR
71,11-15,1,0722,3,730000,Apartment,19,Strata,99 yrs lease commencing from 1994,OCR
128,16-20,1,0723,3,1880000,Condominium,21,Strata,99 yrs lease commencing from 1991,RCR
128,01-05,1,1219,3,1020000,Apartment,14,Strata,Freehold,RCR
79,01-05,1,0623,3,1200000,Apartment,15,Strata,Freehold,RCR
187.6,-,1,0922,3,3400000,Terrace,14,Land,Freehold,RCR
39,11-15,1,0723,3,750000,Apartment,12,Strata,Freehold,RCR
319,-,1,0322,3,3100000,Condominium,21,Strata,Freehold,OCR
96,01-05,1,0721,3,1017500,Apartment,12,Strata,Freehold,RCR
55,01-05,1,1222,3,1130000,Apartment,10,Strata,Freehold,CCR
233,06-10,1,0322,3,3200000,Apartment,11,Strata,Freehold,CCR
591,-,1,0921,3,4500000,Strata Detached,15,Strata,Freehold,RCR
39,01-05,1,0123,3,615000,Apartment,20,Strata,99 yrs lease commencing from 2001,RCR
55,01-05,1,0122,3,820000,Apartment,15,Strata,Freehold,RCR
74,01-05,1,0623,1,1823500,Apartment,15,Strata,Freehold,RCR
242.7,-,1,0921,3,4088888,Terrace,16,Land,Freehold,OCR
294,-,1,0822,3,2415252,Strata Terrace,16,Strata,99 yrs lease commencing from 1997,OCR
305.3,-,1,0521,3,4200000,Semi-detached,16,Land,Freehold,OCR
152.1,-,1,0523,3,3520000,Terrace,19,Land,Freehold,RCR
782.7,-,1,1220,3,14800000,Detached,10,Land,Freehold,CCR
57,01-05,1,0324,3,1138000,Apartment,11,Strata,Freehold,CCR
112,01-05,1,1021,3,1800000,Apartment,10,Strata,Freehold,CCR
314.5,-,1,1121,3,6000000,Semi-detached,10,Land,999 yrs lease commencing from 1885,CCR
194.4,-,1,0421,3,3750000,Terrace,19,Land,Freehold,OCR
293,-,1,1119,3,2850000,Strata Detached,15,Strata,Freehold,RCR
158,01-05,1,0424,3,2188000,Apartment,15,Strata,Freehold,OCR
164,01-05,1,0722,3,1300000,Apartment,14,Strata,Freehold,RCR
344,01-05,1,0421,3,6850000,Condominium,11,Strata,Freehold,CCR
131,26-30,1,0623,3,3200000,Condominium,02,Strata,Freehold,RCR
392.3,-,1,1223,3,7100000,Semi-detached,05,Land,Freehold,OCR
130,01-05,1,0822,3,1870000,Apartment,15,Strata,Freehold,OCR
79,01-05,1,1123,3,1390000,Condominium,10,Strata,99 yrs lease commencing from 1994,CCR
119,31-35,1,1023,3,2430000,Condominium,12,Strata,Freehold,RCR
159,01-05,1,0723,3,2820000,Condominium,20,Strata,Freehold,RCR
60,11-15,1,0423,3,1460000,Apartment,15,Strata,Freehold,RCR
310,01-05,1,0823,3,7600000,Apartment,10,Strata,Freehold,CCR
70,01-05,1,0823,1,2070000,Apartment,11,Strata,Freehold,CCR
135,01-05,1,0523,3,1850000,Apartment,15,Strata,Freehold,OCR
65,06-10,1,0423,3,1100000,Apartment,21,Strata,999 yrs lease commencing from 1884,RCR
65,06-10,1,1223,1,1649340,Condominium,21,Strata,99 yrs lease commencing from 2022,RCR
75,01-05,1,0223,3,1580000,Apartment,11,Strata,Freehold,CCR
136,01-05,1,0723,3,2060000,Apartment,15,Strata,Freehold,OCR
100,01-05,1,0624,3,1480000,Executive Condominium,19,Strata,99 yrs lease commencing from 2015,OCR
298.8,-,1,0323,3,5000000,Semi-detached,16,Land,Freehold,OCR
45,31-35,1,1123,2,930000,Condominium,12,Strata,99 yrs lease commencing from 2015,RCR
83,06-10,1,1022,3,1900000,Apartment,09,Strata,Freehold,CCR
98,01-05,1,0723,3,1750000,Apartment,15,Strata,Freehold,OCR
190,-,1,0321,3,2630000,Terrace,19,Land,Freehold,OCR
261.2,-,1,1221,3,4058000,Terrace,19,Land,Freehold,OCR
239,16-20,1,0222,3,5600000,Condominium,09,Strata,Freehold,CCR
318,-,1,1222,3,4400000,Semi-detached,16,Land,Freehold,OCR
6363,-,43,0123,3,115280000,Condominium,16,Strata,Freehold,OCR
51,01-05,1,1223,3,868000,Apartment,15,Strata,Freehold,OCR
146,01-05,1,0523,3,3250000,Condominium,10,Strata,Freehold,CCR
218,-,1,0420,3,2325000,Terrace,19,Land,999 yrs lease commencing from 1881,OCR
199,06-10,1,0223,3,5028888,Condominium,09,Strata,Freehold,CCR
280,06-10,1,1119,3,5500000,Apartment,11,Strata,Freehold,CCR
348,-,1,0922,3,3450000,Strata Terrace,15,Strata,Freehold,OCR
572.5,-,1,0621,3,11500000,Detached,10,Land,Freehold,CCR
167.3,-,1,1223,3,4030000,Terrace,14,Land,Freehold,OCR
110,41-45,1,0424,3,2250000,Apartment,02,Strata,99 yrs lease commencing from 2008,CCR
279.8,-,1,0720,3,3388000,Semi-detached,13,Land,Freehold,RCR
107,01-05,1,1123,3,1600000,Apartment,14,Strata,Freehold,RCR
165,01-05,1,1222,3,2800000,Condominium,16,Strata,Freehold,OCR
610.1,-,1,0920,3,9500000,Detached,10,Land,Freehold,CCR
208,01-05,1,0623,3,3800000,Condominium,11,Strata,Freehold,CCR
110,01-05,1,0421,3,1310000,Condominium,05,Strata,Freehold,RCR
752.4,-,1,0723,3,15000000,Detached,10,Land,Freehold,CCR
177.1,-,1,1021,3,5750000,Terrace,15,Land,Freehold,RCR
84,01-05,1,0623,1,2487000,Apartment,05,Strata,Freehold,RCR
60,01-05,1,0723,3,1550000,Apartment,09,Strata,Freehold,CCR
62,01-05,1,0522,3,930000,Apartment,15,Strata,Freehold,RCR
141,01-05,1,0423,3,1638888,Condominium,16,Strata,99 yrs lease commencing from 1995,OCR
150,-,1,0423,3,2600000,Terrace,19,Land,99 yrs lease commencing from 1996,OCR
199,01-05,1,0624,3,4025800,Condominium,15,Strata,Freehold,RCR
834,-,1,0821,3,14080000,Detached,10,Land,Freehold,CCR
127,11-15,1,1022,3,2950000,Condominium,09,Strata,Freehold,CCR
126,01-05,1,0723,3,3100000,Condominium,10,Strata,Freehold,CCR
294.8,-,1,0919,3,3880000,Semi-detached,21,Land,Freehold,RCR
459,-,1,0521,3,3400000,Strata Detached,13,Strata,Freehold,OCR
520,-,1,0224,3,4380000,Strata Terrace,21,Strata,Freehold,RCR
175,-,1,0521,3,2550000,Terrace,14,Land,Freehold,OCR
265,06-10,1,1222,3,9280000,Apartment,10,Strata,Freehold,CCR
778.4,-,1,0521,3,12900128,Detached,04,Land,99 yrs lease commencing from 2006,CCR
249,01-05,1,0123,3,4609400,Condominium,04,Strata,99 yrs lease commencing from 2007,CCR
61,16-20,1,0523,3,988000,Apartment,12,Strata,999 yrs lease commencing from 1882,RCR
56,06-10,1,0523,3,1088000,Apartment,15,Strata,9999 yrs lease commencing from 1995,RCR
175.4,-,1,0623,3,3300000,Terrace,14,Land,Freehold,OCR
43,01-05,1,0523,3,900000,Apartment,09,Strata,Freehold,CCR
103,01-05,1,0723,3,1530000,Apartment,15,Strata,Freehold,OCR
106,01-05,1,0821,3,2000000,Apartment,10,Strata,Freehold,CCR
35,01-05,1,0424,3,890000,Apartment,09,Strata,Freehold,CCR
955,-,1,0123,3,11100000,Detached,19,Land,Freehold,OCR
95,01-05,1,0323,3,1150000,Apartment,05,Strata,999 yrs lease commencing from 1966,RCR
126,01-05,1,0920,3,1352000,Apartment,15,Strata,Freehold,RCR
200,01-05,1,0922,3,3218000,Condominium,15,Strata,Freehold,OCR
116,01-05,1,0223,3,1460000,Condominium,21,Strata,99 yrs lease commencing from 1999,OCR
53,06-10,1,0722,3,850000,Apartment,09,Strata,999 yrs lease commencing from 1841,CCR
146,01-05,1,0323,3,1930000,Apartment,15,Strata,Freehold,OCR
1858.1,-,1,1221,3,40800000,Detached,10,Land,Freehold,CCR
95,06-10,1,0323,3,1500000,Apartment,21,Strata,Freehold,RCR
204.1,-,1,0222,3,3620000,Semi-detached,19,Land,999 yrs lease commencing from 1876,OCR
400.2,-,1,1222,3,8000000,Detached,14,Land,Freehold,OCR
384.7,-,1,0723,3,5100000,Semi-detached,14,Land,Freehold,OCR
292,06-10,1,0722,3,5185950,Apartment,09,Strata,Freehold,CCR
87,06-10,1,0921,3,1300000,Apartment,09,Strata,Freehold,CCR
94,01-05,1,0523,3,3030000,Apartment,10,Strata,Freehold,CCR
127,01-05,1,0822,3,1860000,Apartment,15,Strata,Freehold,RCR
136,06-10,1,1222,3,3398000,Condominium,10,Strata,Freehold,CCR
117,06-10,1,0822,3,1700000,Apartment,12,Strata,Freehold,RCR
87,01-05,1,0723,3,1818888,Apartment,09,Strata,999 yrs lease commencing from 1841,CCR
